target_id,sequence_cluster,length,bank,candidate_index,setting,raw_reference_index,raw_candidate_tm,candidate_tm_same_reference,c1_rmsd,c1_lddt,c1_lddt_pair,c1_lddt_pairs,sw_rmsd_9,sw_rmsd_15,clash_per_res,bb_dev,rg_err,sharp_kinks,angle_nll,torsion_nll,pair_like_fraction
R1107,seq_2a56598e5142d87d,69,J_5T,0,Geometry_global,0,0.37382,0.3745,8.265972763908579,0.5822240661914575,0.5483425414364641,362,2.9565170192264456,4.137219309643808,0.014492753623188406,1.0419054362764508,0.20217730469510187,0.05970149253731343,0.6763344039149264,0.7883036763083167,0.5217391304347826
R1107,seq_2a56598e5142d87d,69,J_5T,1,Geometry_global,0,0.25264,0.2524,44.23308421525376,0.39241304423529494,0.3763812154696133,362,13.286160303691963,22.807892286786803,0.07246376811594203,3.051809114197754,25.42739115307384,0.07462686567164178,1.273042681253376,0.724086493846124,0.37681159420289856
R1107,seq_2a56598e5142d87d,69,J_5T,2,Geometry_global,0,0.27554,0.27187,54.52085851074361,0.3935374822203466,0.34185082872928174,362,12.714291989088817,22.22524168951396,0.057971014492753624,2.931826102017302,31.609787940620485,0.1044776119402985,1.3769865469358686,0.8135074306538432,0.37681159420289856
R1107,seq_2a56598e5142d87d,69,J_5T,3,Geometry_global,0,0.1995,0.19818,23.570781060868715,0.3082548501985843,0.2776243093922652,362,6.796097021254521,11.03885006227286,0.014492753623188406,1.363463907349055,2.4958011861601044,0.07462686567164178,0.8997441846178673,0.7939753842596317,0.5217391304347826
R1107,seq_2a56598e5142d87d,69,J_5T,4,Geometry_global,0,0.34596,0.34105,18.744553067625812,0.5065626701256498,0.4647790055248619,362,4.160730489891876,6.60881346782691,0.10144927536231885,1.2345085373966944,1.08918955789618,0.08955223880597014,0.8775303120816246,0.5633462320063702,0.5507246376811594
R1107,seq_2a56598e5142d87d,69,V3_5T,0,Geometry_global,0,0.38208,0.38255,7.987691417914954,0.6358342566782464,0.6070441988950276,362,2.864162787441568,4.083764606716614,0.014492753623188406,1.0246662597039728,0.1636243307615466,0.05970149253731343,0.6759265633053787,0.7829861923155895,0.6376811594202898
R1107,seq_2a56598e5142d87d,69,V3_5T,1,Geometry_global,0,0.31435,0.31621,28.50047383730386,0.4691925898767331,0.4240331491712707,362,3.1643569730376995,6.3999643393705785,0.0,0.716182529218675,13.54322525958083,0.029850746268656716,0.3337231669690022,0.5533698130401934,0.34782608695652173
R1107,seq_2a56598e5142d87d,69,V3_5T,2,Geometry_global,0,0.3079,0.30878,28.309273773240488,0.47297153034045614,0.42886740331491713,362,3.2188818822852654,6.394745685351341,0.0,0.7378824760496155,13.315051154950957,0.014925373134328358,0.46049324615913617,0.6538223982533219,0.37681159420289856
R1107,seq_2a56598e5142d87d,69,V3_5T,3,Geometry_global,0,0.32768,0.3282,28.495630572163694,0.47492318677580814,0.42955801104972374,362,3.1358351473604986,6.395311550552939,0.0,0.6869346001020198,13.602269844843093,0.0,0.35988565255475247,0.5550519639208901,0.34782608695652173
R1107,seq_2a56598e5142d87d,69,V3_5T,4,Geometry_global,0,0.3292,0.33026,28.876599423499986,0.4948783976277583,0.45234806629834257,362,3.1229959829693175,6.372383934997628,0.0,0.715513728613089,14.098494972939761,0.014925373134328358,0.3816250723040376,0.63447000247292,0.37681159420289856
R1107,seq_2a56598e5142d87d,69,J_3T2D,0,Geometry_global,0,0.37382,0.3745,8.265972763908579,0.5822240661914575,0.5483425414364641,362,2.9565170192264456,4.137219309643808,0.014492753623188406,1.0419054362764508,0.20217730469510187,0.05970149253731343,0.6763344039149264,0.7883036763083167,0.5217391304347826
R1107,seq_2a56598e5142d87d,69,J_3T2D,1,Geometry_global,0,0.25264,0.2524,44.23308421525376,0.39241304423529494,0.3763812154696133,362,13.286160303691963,22.807892286786803,0.07246376811594203,3.051809114197754,25.42739115307384,0.07462686567164178,1.273042681253376,0.724086493846124,0.37681159420289856
R1107,seq_2a56598e5142d87d,69,J_3T2D,2,Geometry_global,0,0.27554,0.27187,54.52085851074361,0.3935374822203466,0.34185082872928174,362,12.714291989088817,22.22524168951396,0.057971014492753624,2.931826102017302,31.609787940620485,0.1044776119402985,1.3769865469358686,0.8135074306538432,0.37681159420289856
R1107,seq_2a56598e5142d87d,69,J_3T2D,3,Geometry_global,0,0.56557,0.56584,3.364156800683685,0.7245690885556614,0.7175414364640884,362,1.6155025789101782,2.09784232628036,0.0,0.6961661835836311,1.135271977982626,0.029850746268656716,0.29491453464634587,0.6701765988591074,0.6956521739130435
R1107,seq_2a56598e5142d87d,69,J_3T2D,4,Geometry_global,0,0.2334,0.23521,18.3322271019928,0.6214655708741387,0.5966850828729282,362,3.309472821895848,5.821170220058105,0.028985507246376812,0.6810238873823823,5.311293328570173,0.04477611940298507,0.6439083045796818,0.8899739826813612,0.7536231884057971
R1107,seq_2a56598e5142d87d,69,V3_3T2D,0,Geometry_global,0,0.38208,0.38255,7.987691417914954,0.6358342566782464,0.6070441988950276,362,2.864162787441568,4.083764606716614,0.014492753623188406,1.0246662597039728,0.1636243307615466,0.05970149253731343,0.6759265633053787,0.7829861923155895,0.6376811594202898
R1107,seq_2a56598e5142d87d,69,V3_3T2D,1,Geometry_global,0,0.31435,0.31621,28.50047383730386,0.4691925898767331,0.4240331491712707,362,3.1643569730376995,6.3999643393705785,0.0,0.716182529218675,13.54322525958083,0.029850746268656716,0.3337231669690022,0.5533698130401934,0.34782608695652173
R1107,seq_2a56598e5142d87d,69,V3_3T2D,2,Geometry_global,0,0.3079,0.30878,28.309273773240488,0.47297153034045614,0.42886740331491713,362,3.2188818822852654,6.394745685351341,0.0,0.7378824760496155,13.315051154950957,0.014925373134328358,0.46049324615913617,0.6538223982533219,0.37681159420289856
R1107,seq_2a56598e5142d87d,69,V3_3T2D,3,Geometry_global,0,0.56557,0.56584,3.364156800683685,0.7245690885556614,0.7175414364640884,362,1.6155025789101782,2.09784232628036,0.0,0.6961661835836311,1.135271977982626,0.029850746268656716,0.29491453464634587,0.6701765988591074,0.6956521739130435
R1107,seq_2a56598e5142d87d,69,V3_3T2D,4,Geometry_global,0,0.2334,0.23521,18.3322271019928,0.6214655708741387,0.5966850828729282,362,3.309472821895848,5.821170220058105,0.028985507246376812,0.6810238873823823,5.311293328570173,0.04477611940298507,0.6439083045796818,0.8899739826813612,0.7536231884057971
R1108,seq_0f7467835a4eb605,69,J_5T,0,Geometry_global,1,0.48873,0.4884,7.6369994435232496,0.7108119288754301,0.7060518731988472,347,2.458559730807404,3.507268383116445,0.014492753623188406,0.9483958269617148,0.1728845032640436,0.04477611940298507,0.5307588482923397,0.7373262466932918,0.5797101449275363
R1108,seq_0f7467835a4eb605,69,J_5T,1,Geometry_global,0,0.27892,0.27782,55.44289415848306,0.38832729770229774,0.344017094017094,351,12.8603756034003,22.369002173345578,0.057971014492753624,2.9322145491359084,31.609891608392445,0.1044776119402985,1.3779611479048985,0.8146520360446485,0.37681159420289856
R1108,seq_0f7467835a4eb605,69,J_5T,2,Geometry_global,0,0.20322,0.203,44.471727989539204,0.38389937357328663,0.36538461538461536,351,13.38062620976548,22.97529084232857,0.07246376811594203,3.05110196535533,25.427295229657453,0.07462686567164178,1.2896982065001343,0.7097425367151863,0.37681159420289856
R1108,seq_0f7467835a4eb605,69,J_5T,3,Geometry_global,1,0.26396,0.26417,76.26370682691463,0.38149855589786935,0.3530259365994236,347,5.923334362536308,13.022214078900904,0.0,0.29627919484709475,54.47015863146359,0.014925373134328358,1.0101629658570033,0.5198971897063362,0.2608695652173913
R1108,seq_0f7467835a4eb605,69,J_5T,4,Geometry_global,1,0.25733,0.25793,26.162747502914147,0.27549495434220833,0.2579250720461095,347,7.03185140778119,11.662131014713017,0.07246376811594203,1.5371562886765546,0.8909620944379739,0.13432835820895522,1.1457679665516087,0.7104499659934832,0.5797101449275363
R1108,seq_0f7467835a4eb605,69,V3_5T,0,Geometry_global,1,0.49384,0.49445,7.419740485240809,0.7578002533952191,0.7586455331412104,347,2.3694802333402043,3.4955853525360396,0.014492753623188406,0.964843344415012,0.20977649263847553,0.05970149253731343,0.5823777253917128,0.6904741480420254,0.6086956521739131
R1108,seq_0f7467835a4eb605,69,V3_5T,1,Geometry_global,0,0.30799,0.30883,28.35238511028816,0.47007819575754367,0.42806267806267806,351,3.4718625826204073,6.85450822335822,0.0,0.716182529218675,13.54322525958083,0.029850746268656716,0.3337231669690022,0.5533698130401934,0.34782608695652173
R1108,seq_0f7467835a4eb605,69,V3_5T,2,Geometry_global,0,0.28846,0.28926,28.15560609254513,0.46927777335386034,0.42806267806267806,351,3.5408932943972213,6.861193170825623,0.0,0.7378824760496155,13.315051154950957,0.014925373134328358,0.46049324615913617,0.6538223982533219,0.37681159420289856
