target_id,sequence_cluster,length,bank,setting,candidate_index,raw_reference_index,raw_candidate_tm,candidate_tm_same_reference,c1_rmsd,c1_lddt,c1_lddt_pair,c1_lddt_pairs,sw_rmsd_9,sw_rmsd_15,clash_per_res,bb_dev,rg_err,sharp_kinks,angle_nll,torsion_nll,pair_like_fraction
R1107,seq_2a56598e5142d87d,69,J_3T2D,Geometry_global,2.0,0.0,0.340194,0.339964,25.74325987851649,0.5428418504153798,0.5161602209944751,362.0,6.77638894256265,11.417873166456607,0.034782608695652174,1.680546144691504,12.737184340988446,0.06268656716417911,0.8530372942660398,0.7772096364697505,0.5449275362318841
R1107,seq_2a56598e5142d87d,69,J_5T,Geometry_global,2.0,0.0,0.28949199999999997,0.2876,29.867049923680092,0.4365984225942666,0.4017955801104972,362.0,7.982759364630725,13.36360336320887,0.05217391304347826,1.9247026194474515,12.164869428489144,0.08059701492537313,1.0207276257607325,0.7366438434148572,0.4695652173913043
R1107,seq_2a56598e5142d87d,69,V3_3T2D,Geometry_global,2.0,0.0,0.36066000000000004,0.361718,17.298764586227158,0.5848066072650472,0.5548342541436464,362.0,2.8344754087141117,4.9594974355554005,0.008695652173913044,0.7711842671876553,6.6936932103692275,0.035820895522388055,0.4817931631319089,0.7100657970299147,0.5623188405797102
R1107,seq_2a56598e5142d87d,69,V3_5T,Geometry_global,2.0,0.0,0.33224200000000004,0.3332,24.433933804824598,0.5095599922598004,0.4683701657458563,362.0,3.1012465546188697,5.92923402339782,0.002898550724637681,0.7762359187374744,10.944533112615238,0.023880597014925373,0.4423307402584614,0.6359400740005829,0.41739130434782606
R1108,seq_0f7467835a4eb605,69,J_3T2D,Geometry_global,2.0,0.4,0.421736,0.42172800000000005,23.017529526625772,0.6004952208356099,0.586169199569776,349.4,6.450640421912309,10.710434822374934,0.028985507246376812,1.6530162723479394,11.861850869319237,0.05671641791044776,0.7684197229101779,0.6997204688597617,0.527536231884058
R1108,seq_0f7467835a4eb605,69,J_5T,Geometry_global,2.0,0.6,0.298432,0.298264,41.995615184274854,0.4280064220782184,0.40528091824921797,348.6,8.330949462858136,14.7071812984809,0.04347826086956522,1.7530295649953203,22.514238413443103,0.07462686567164178,1.070869827021197,0.6984135950305892,0.43478260869565216
R1108,seq_0f7467835a4eb605,69,V3_3T2D,Geometry_global,2.0,0.4,0.44562,0.446392,14.29275154593149,0.6433187453067316,0.6260326609029778,349.4,2.587175335189238,4.382379891960793,0.002898550724637681,0.7504554739940092,5.833447182490502,0.03283582089552239,0.40405491007467365,0.6269095768362446,0.527536231884058
R1108,seq_0f7467835a4eb605,69,V3_5T,Geometry_global,2.0,0.4,0.34388,0.34540800000000005,24.179039645842245,0.5355779431179889,0.5023641797417013,349.4,3.2487329886980234,6.171419456006704,0.002898550724637681,0.7642713356796823,10.953763544990624,0.023880597014925373,0.42362097267572824,0.6174376651458702,0.41159420289855075
R1116,seq_ab902745838f97e5,157,J_3T2D,Geometry_global,2.0,0.0,0.39355799999999996,0.394652,27.395697405445777,0.5097342740960213,0.49579067121729237,879.0,3.953501465196706,6.659360188022724,0.024203821656050957,1.2420372446066081,12.07310288959889,0.049032258064516124,0.6168298327591442,0.6430887518924802,0.5859872611464968
R1116,seq_ab902745838f97e5,157,J_5T,Geometry_global,2.0,0.0,0.288754,0.28983,41.11739939712826,0.3286439632422119,0.3148464163822525,879.0,6.151384539489728,10.069004391630743,0.049681528662420385,1.6295273791075757,11.387523916473747,0.07741935483870968,0.9420764711656947,0.7443896095959179,0.5299363057324841
