target_id,cluster_id,seq_len,bank,candidate_index,setting,raw_reference_index,raw_candidate_tm,candidate_tm_same_reference,c1_rmsd,c1_lddt,c1_lddt_pair,c1_lddt_pairs,sw_rmsd_9,sw_rmsd_15,clash_per_res,bb_dev,rg_err,sharp_kinks,angle_nll,torsion_nll,pair_like_fraction
8QEQ_R,8QEQ_R,30,J-controlled,0,Raw,0,0.13711,0.13711,31.007312738002263,0.4015647546897547,0.3696581196581197,117,8.45091927479649,15.335987926028693,0.03333333333333333,3.399101202859121,21.330183714627633,0.03571428571428571,1.9615411498255975,0.27868999822606455,0.06666666666666667
8QEQ_R,8QEQ_R,30,J-controlled,0,John-original,0,0.13711,0.13315,30.746642584957442,0.394765812890813,0.36324786324786323,117,8.162452555229075,15.125761922097498,0.03333333333333333,2.470404490808778,21.083397762333885,0.03571428571428571,1.9387248869201277,0.3450250229041727,0.0
8QEQ_R,8QEQ_R,30,J-controlled,0,John-fixed,0,0.13711,0.13035,30.808903225667642,0.39170664983164993,0.358974358974359,117,8.058060858839236,15.054803886261848,0.03333333333333333,2.138048251749406,21.135052531734534,0.03571428571428571,1.8850446975174704,0.34804050219072097,0.0
8QEQ_R,8QEQ_R,30,J-controlled,0,Simple,0,0.13711,0.13204,30.960204822680122,0.4081256012506012,0.37606837606837606,117,8.44363270026927,15.334389434465127,0.03333333333333333,3.337348288411997,21.290479675196277,0.03571428571428571,1.9647686374047983,0.29734101187072026,0.06666666666666667
8QEQ_R,8QEQ_R,30,J-controlled,0,Geometry,0,0.13711,0.13328,30.967801143916994,0.4074642255892256,0.37606837606837606,117,8.448281751766805,15.328176540019028,0.03333333333333333,3.3697975058643723,21.294163129356118,0.03571428571428571,1.360605418903494,0.44903601649923064,0.06666666666666667
8QEQ_R,8QEQ_R,30,J-controlled,1,Raw,0,0.25769,0.25769,16.390087029778712,0.4003406084656084,0.37606837606837606,117,6.246031959084889,10.838874678363432,0.0,1.0868778607051248,0.7498150087840969,0.10714285714285714,0.6978238062902279,0.7904140662562047,0.6
8QEQ_R,8QEQ_R,30,J-controlled,1,John-original,0,0.25769,0.27838,16.418241945956943,0.4043353174603174,0.3803418803418803,117,6.153682221026141,10.730417937187699,0.0,0.9093825763557748,0.8282367860306987,0.10714285714285714,0.6831616911540793,0.8540488564756802,0.6
8QEQ_R,8QEQ_R,30,J-controlled,1,John-fixed,0,0.25769,0.27883,16.435005389403223,0.39406715969215966,0.3696581196581197,117,6.13022552010787,10.700307117555155,0.0,0.8592895337307468,0.852683857609069,0.10714285714285714,0.6905266181325815,0.8728434384282165,0.6
8QEQ_R,8QEQ_R,30,J-controlled,1,Simple,0,0.25769,0.27476,16.408996027436583,0.40850919913419914,0.38675213675213677,117,6.218225285864303,10.81531194718676,0.0,0.8921675191427674,0.721427049298903,0.10714285714285714,0.667368025540668,0.8188238244720487,0.5333333333333333
8QEQ_R,8QEQ_R,30,J-controlled,1,Geometry,0,0.25769,0.26591,16.40108848673259,0.39611471861471864,0.37606837606837606,117,6.2317817125896395,10.827846270935973,0.0,0.9786787963688188,0.7325638959845442,0.10714285714285714,0.577359819174187,0.6791003461862346,0.5333333333333333
8QEQ_R,8QEQ_R,30,J-controlled,2,Raw,0,0.24932,0.24932,29.858466136705374,0.37300925925925926,0.3696581196581197,117,17.539719147234948,23.59356671037566,0.06666666666666667,3.6629695124419803,18.927626898786794,0.07142857142857142,2.2207312895691946,0.408629856326356,0.13333333333333333
8QEQ_R,8QEQ_R,30,J-controlled,2,John-original,0,0.24932,0.13843,28.754618953214933,0.3564679533429534,0.3525641025641026,117,15.869027644229096,21.799698832666685,0.06666666666666667,3.00704499462542,18.353974072006803,0.03571428571428571,2.0775606806117706,0.4979111989920701,0.06666666666666667
8QEQ_R,8QEQ_R,30,J-controlled,2,John-fixed,0,0.24932,0.18419,28.488729647977728,0.34000240500240503,0.32905982905982906,117,15.382034373204588,21.264374947953115,0.1,2.856083848987757,18.260335389332514,0.03571428571428571,2.1590426175479243,0.4613424891226821,0.0
8QEQ_R,8QEQ_R,30,J-controlled,2,Simple,0,0.24932,0.24495,29.79997918701672,0.3792192760942761,0.3717948717948718,117,17.474168487492918,23.53339064299118,0.06666666666666667,3.602757852874498,18.88016876255382,0.07142857142857142,2.219931763498362,0.39772207325850895,0.13333333333333333
8QEQ_R,8QEQ_R,30,J-controlled,2,Geometry,0,0.24932,0.24722,29.819349748877023,0.37962331649831643,0.37606837606837606,117,17.49866033593528,23.55713451501714,0.06666666666666667,3.6144644468144587,18.884842432001836,0.07142857142857142,1.500982789543342,0.5852528137623818,0.13333333333333333
8QEQ_R,8QEQ_R,30,J-controlled,3,Raw,0,0.2103,0.2103,17.720370779548333,0.41834535834535835,0.41239316239316237,117,8.408049408134598,13.049529224141946,0.1,1.8617185307701893,2.95297546125423,0.14285714285714285,1.7424870414411782,0.5465595719567845,0.3333333333333333
8QEQ_R,8QEQ_R,30,J-controlled,3,John-original,0,0.2103,0.17437,17.141914712921633,0.4220794252044252,0.4166666666666667,117,7.897327479496116,12.522739721512442,0.1,1.4326244948504443,2.8147252444532285,0.10714285714285714,1.5551141506944715,0.7006438456870512,0.3333333333333333
8QEQ_R,8QEQ_R,30,J-controlled,3,John-fixed,0,0.2103,0.17156,16.998530895557945,0.4039475108225109,0.3995726495726496,117,7.798559736172954,12.412903662402723,0.1,1.3791368639734176,2.8134144432927,0.10714285714285714,1.5483005786693254,0.7459936496447185,0.3333333333333333
8QEQ_R,8QEQ_R,30,J-controlled,3,Simple,0,0.2103,0.20759,17.686252505179915,0.42511183261183255,0.4188034188034188,117,8.348610048165968,12.987350124298192,0.1,1.8241135170225535,2.9331940128733223,0.14285714285714285,1.723320417649088,0.549482948841282,0.3333333333333333
