target_id,sequence_cluster,length,bank,candidate_index,setting,raw_reference_index,raw_candidate_tm,candidate_tm_same_reference,c1_rmsd,c1_lddt,c1_lddt_pair,c1_lddt_pairs,sw_rmsd_9,sw_rmsd_15,clash_per_res,bb_dev,rg_err,sharp_kinks,angle_nll,torsion_nll,pair_like_fraction
R1107,seq_2a56598e5142d87d,69,J_5T,0,Raw,0,0.37382,0.37382,8.300039109518671,0.5831108706108706,0.5483425414364641,362,3.0139001505619065,4.199132105576136,0.014492753623188406,1.2658574276382966,0.19213975987063137,0.05970149253731343,0.6989695990346159,0.8189745117673035,0.4927536231884058
R1107,seq_2a56598e5142d87d,69,J_5T,1,Raw,0,0.25264,0.25264,44.24512558895102,0.38295950107011495,0.369475138121547,362,13.312850245490113,22.834841859434693,0.07246376811594203,3.0979416432934856,25.44116053448053,0.07462686567164178,2.036925004956313,0.4791115340348072,0.37681159420289856
R1107,seq_2a56598e5142d87d,69,J_5T,2,Raw,0,0.27554,0.27554,54.533821782626816,0.39316875875379714,0.34185082872928174,362,12.747847746651331,22.251931979689793,0.057971014492753624,3.0550373715961627,31.624446802897644,0.1044776119402985,1.949719410273642,0.669175286277336,0.3188405797101449
R1107,seq_2a56598e5142d87d,69,J_5T,3,Raw,0,0.1995,0.1995,23.585972259594282,0.30046504539790986,0.27140883977900554,362,6.845620335201494,11.078798379294227,0.028985507246376812,1.4917997720818998,2.506535924230434,0.07462686567164178,1.1647240065376443,0.7652308153591668,0.5217391304347826
R1107,seq_2a56598e5142d87d,69,J_5T,4,Raw,0,0.34596,0.34596,18.755169472841157,0.5093788676749035,0.46685082872928174,362,4.228550902008816,6.650201206197883,0.08695652173913043,1.3810523772789178,1.079011897073407,0.1044776119402985,1.051446216784243,0.6209860909454055,0.5797101449275363
R1107,seq_2a56598e5142d87d,69,J_5T,0,John_adaptive,0,0.37382,0.37484,8.308069040427283,0.5615988042458632,0.5317679558011049,362,2.918398466745902,4.130780085996733,0.014492753623188406,0.9171941191112265,0.2239503280928261,0.05970149253731343,0.7023232779045594,0.8435498601608826,0.5217391304347826
R1107,seq_2a56598e5142d87d,69,J_5T,1,John_adaptive,0,0.25264,0.21559,43.48733998777931,0.3793818775356499,0.3680939226519337,362,12.319093771491477,21.730066840517555,0.11594202898550725,2.5670370611077304,25.239233248092773,0.05970149253731343,1.945228053720357,0.614973471761643,0.43478260869565216
R1107,seq_2a56598e5142d87d,69,J_5T,2,John_adaptive,0,0.27554,0.26366,54.19003876565693,0.3511303120957852,0.30386740331491713,362,11.950804800731982,21.380687349674478,0.08695652173913043,2.545859975108699,31.470953762690783,0.07462686567164178,1.9139396791283214,0.8007488437398489,0.34782608695652173
R1107,seq_2a56598e5142d87d,69,J_5T,3,John_adaptive,0,0.1995,0.19889,23.59088166179805,0.2994846127278991,0.27071823204419887,362,6.44241066551679,10.735429858728066,0.028985507246376812,1.0937186366654725,2.6026392025278575,0.05970149253731343,1.1249922701123907,0.8574849163826879,0.463768115942029
R1107,seq_2a56598e5142d87d,69,J_5T,4,John_adaptive,0,0.34596,0.33054,18.67583778526365,0.5054470983099499,0.4613259668508287,362,3.901747235143885,6.493529460458006,0.10144927536231885,0.9969888249014867,1.2022425645184889,0.05970149253731343,1.0050389441217624,0.7180303344108446,0.6376811594202898
R1107,seq_2a56598e5142d87d,69,J_5T,0,John_fixed,0,0.37382,0.37064,8.333326471557898,0.5632891292897688,0.5331491712707183,362,2.9130326513765743,4.133285446715578,0.014492753623188406,0.8331627586853024,0.23480880042190577,0.05970149253731343,0.6845515743390899,0.8438687881680301,0.4927536231884058
R1107,seq_2a56598e5142d87d,69,J_5T,1,John_fixed,0,0.25264,0.20467,43.28837186065407,0.3708320573170317,0.36187845303867405,362,12.063526366346684,21.439214065236047,0.10144927536231885,2.5160523879259973,25.269925543352592,0.05970149253731343,1.9279888137300327,0.6215932982863025,0.4057971014492754
R1107,seq_2a56598e5142d87d,69,J_5T,2,John_fixed,0,0.27554,0.25257,54.1604966432252,0.3374788920584956,0.292817679558011,362,11.781193299246128,21.198298536986133,0.07246376811594203,2.439305710602642,31.517193120135317,0.07462686567164178,1.9172569827791315,0.7701243621901014,0.37681159420289856
R1107,seq_2a56598e5142d87d,69,J_5T,3,John_fixed,0,0.1995,0.19883,23.6088827565651,0.30027695645502545,0.27140883977900554,362,6.415320502658722,10.718807814348175,0.057971014492753624,1.0606754373310716,2.624608448657593,0.05970149253731343,1.1302570604024247,0.8339136056905271,0.463768115942029
R1107,seq_2a56598e5142d87d,69,J_5T,4,John_fixed,0,0.34596,0.33128,18.676957931644647,0.5011104361088378,0.4585635359116022,362,3.887658816052971,6.493816694684964,0.10144927536231885,0.9686591548380965,1.2081519435027914,0.05970149253731343,0.994360642261507,0.7258992934412962,0.6666666666666666
R1107,seq_2a56598e5142d87d,69,J_5T,0,Simple,0,0.37382,0.37311,8.26778232638525,0.5799905760503585,0.5455801104972375,362,2.960923225324355,4.14049683180265,0.014492753623188406,1.0390779707893716,0.202647013266688,0.05970149253731343,0.7221761317122422,0.8248623904397719,0.4927536231884058
R1107,seq_2a56598e5142d87d,69,J_5T,1,Simple,0,0.25264,0.25435,44.22858371350514,0.3926408121101216,0.3770718232044199,362,13.287967065823631,22.811872259157184,0.07246376811594203,3.067328706520463,25.427682270256376,0.07462686567164178,2.0079851009380603,0.4785869502489757,0.37681159420289856
