target_id,sequence_cluster,length,bank,setting,candidate_index,raw_reference_index,raw_candidate_tm,candidate_tm_same_reference,c1_rmsd,c1_lddt,c1_lddt_pair,c1_lddt_pairs,sw_rmsd_9,sw_rmsd_15,clash_per_res,bb_dev,rg_err,sharp_kinks,angle_nll,torsion_nll,pair_like_fraction
R1107,seq_2a56598e5142d87d,69,J_3T2D,Geometry_historical,2.0,0.0,0.340194,0.3403,25.73773375531646,0.5420792156006351,0.5154696132596686,362.0,6.774475064214462,11.415563063092522,0.034782608695652174,1.6804881406215753,12.723008078778188,0.06268656716417911,0.8582758297651626,0.7698745092521356,0.5333333333333333
R1107,seq_2a56598e5142d87d,69,J_3T2D,John_adaptive,2.0,0.0,0.340194,0.325534,25.544649694505168,0.5159324542796411,0.4915745856353591,362.0,6.449101293178019,11.062105698626155,0.05507246376811594,1.4142769426364472,12.653974723972619,0.05373134328358209,1.1319674777809445,0.8036196492330088,0.5565217391304348
R1107,seq_2a56598e5142d87d,69,J_3T2D,John_fixed,2.0,0.0,0.340194,0.323838,25.499331336068433,0.5175772016181224,0.4941988950276244,362.0,6.35041836270981,10.953903351269016,0.04927536231884058,1.4187781313783512,12.687447624742003,0.05373134328358209,1.1152117654347022,0.7957912793316787,0.5507246376811594
R1107,seq_2a56598e5142d87d,69,J_3T2D,Raw,2.0,0.0,0.340194,0.340194,25.757436850270345,0.5380266009565882,0.5107734806629833,362.0,6.813383632767504,11.449719699985685,0.034782608695652174,1.8391184867961023,12.74790765175113,0.06268656716417911,1.147043484758449,0.7350566604574397,0.5217391304347826
R1107,seq_2a56598e5142d87d,69,J_3T2D,Simple,2.0,0.0,0.340194,0.340854,25.742249300944515,0.5450168841057588,0.5178176795580111,362.0,6.78090452860083,11.421324397070043,0.03768115942028986,1.6832211499572352,12.738566379522709,0.06268656716417911,1.1521908892246553,0.7459833655916833,0.5391304347826087
R1107,seq_2a56598e5142d87d,69,J_5T,Geometry_historical,2.0,0.0,0.28949199999999997,0.287908,29.859854902929793,0.43578949722012383,0.4009668508287293,362.0,7.981349085562468,13.360564649755128,0.05507246376811594,1.9256876908368912,12.155435561388988,0.08059701492537313,1.0420813580826247,0.7313845474749839,0.463768115942029
R1107,seq_2a56598e5142d87d,69,J_5T,John_adaptive,2.0,0.0,0.28949199999999997,0.276704,29.650433448185044,0.41940854098302943,0.3871546961325967,362.0,7.506490987926007,12.894098719074966,0.06956521739130435,1.6241597233789231,12.147803821184546,0.06268656716417911,1.3383044449974784,0.7669574852911814,0.4811594202898551
R1107,seq_2a56598e5142d87d,69,J_5T,John_fixed,2.0,0.0,0.28949199999999997,0.271598,29.613607132729385,0.4145974942458318,0.3835635359116022,362.0,7.412146327136216,12.79668451159418,0.06956521739130435,1.563571089876622,12.17093757121404,0.06268656716417911,1.330883014702437,0.7590798695552514,0.4811594202898551
R1107,seq_2a56598e5142d87d,69,J_5T,Raw,2.0,0.0,0.28949199999999997,0.28949199999999997,29.884025642706387,0.4338166087015193,0.399585635359116,362.0,8.029753875982731,13.402981106038547,0.05217391304347826,2.0583377183777527,12.168658983710529,0.08358208955223881,1.3803568475172916,0.6706956476768038,0.4579710144927536
R1107,seq_2a56598e5142d87d,69,J_5T,Simple,2.0,0.0,0.28949199999999997,0.28838400000000003,29.866493044837974,0.4365576363818051,0.4016574585635359,362.0,7.9891158480044,13.367245268339593,0.05217391304347826,1.9306716992048418,12.16532409512063,0.08059701492537313,1.3817145716309072,0.6733656763934482,0.463768115942029
R1107,seq_2a56598e5142d87d,69,V3_3T2D,Geometry_historical,2.0,0.0,0.36066000000000004,0.3618,17.294042645989386,0.5846329838817051,0.5548342541436464,362.0,2.8337935813896378,4.9587857687415795,0.008695652173913044,0.7699108790472811,6.67924667421209,0.035820895522388055,0.47387574424861023,0.7097634537698524,0.5565217391304348
R1107,seq_2a56598e5142d87d,69,V3_3T2D,John_adaptive,2.0,0.0,0.36066000000000004,0.354214,17.295607085358544,0.5671841276205087,0.5375690607734807,362.0,2.8623814582460803,4.988532118975543,0.014492753623188406,0.6590793305934033,6.640530121414639,0.035820895522388055,0.5449006989768345,0.7965358649315304,0.5565217391304348
R1107,seq_2a56598e5142d87d,69,V3_3T2D,John_fixed,2.0,0.0,0.36066000000000004,0.356588,17.290965586010888,0.5717269360363989,0.5419889502762432,362.0,2.8537619248341914,4.976544142810779,0.014492753623188406,0.6807777517257686,6.647874570701264,0.035820895522388055,0.5291265888160754,0.7991855157259414,0.5507246376811594
R1107,seq_2a56598e5142d87d,69,V3_3T2D,Raw,2.0,0.0,0.36066000000000004,0.36066000000000004,17.30738961769256,0.5807384151086197,0.549171270718232,362.0,2.864762412898144,4.9823448331573985,0.008695652173913044,0.9557037024303175,6.702046752324047,0.035820895522388055,0.5538808008709222,0.7830211177995535,0.5391304347826087
R1107,seq_2a56598e5142d87d,69,V3_3T2D,Simple,2.0,0.0,0.36066000000000004,0.361888,17.299491005798465,0.5868577156716543,0.555939226519337,362.0,2.8384727888053654,4.9623440932636935,0.011594202898550725,0.7668504142273903,6.695152203385708,0.035820895522388055,0.5489560703381835,0.7905620514210826,0.5565217391304348
R1107,seq_2a56598e5142d87d,69,V3_5T,Geometry_historical,2.0,0.0,0.33224200000000004,0.33346,24.421781043960554,0.5100031531649178,0.4686464088397789,362.0,3.1012252958408624,5.927382213208573,0.002898550724637681,0.7760753197842756,10.929260783696623,0.023880597014925373,0.44834055516039467,0.6369346506893879,0.41739130434782606
R1107,seq_2a56598e5142d87d,69,V3_5T,John_adaptive,2.0,0.0,0.33224200000000004,0.329382,24.396767167863555,0.5042554196182714,0.46367403314917127,362.0,3.110325756630215,5.92569342853909,0.002898550724637681,0.7184578712837434,10.889011846220829,0.026865671641791045,0.5101403101973319,0.7261922154245691,0.4057971014492754
R1107,seq_2a56598e5142d87d,69,V3_5T,John_fixed,2.0,0.0,0.33224200000000004,0.327384,24.391967001219673,0.5018798523513996,0.46174033149171273,362.0,3.117848612922691,5.929463600544795,0.002898550724637681,0.6724111891540613,10.87608121321857,0.026865671641791045,0.5029334864630015,0.7340813802053687,0.4057971014492754
R1107,seq_2a56598e5142d87d,69,V3_5T,Raw,2.0,0.0,0.33224200000000004,0.33224200000000004,24.437536164723706,0.5083000482041402,0.4656077348066298,362.0,3.1202334655609345,5.94210627152094,0.002898550724637681,0.9345688339835828,10.943094978518513,0.029850746268656712,0.5382898920759966,0.7147667616672199,0.4
R1107,seq_2a56598e5142d87d,69,V3_5T,Simple,2.0,0.0,0.33224200000000004,0.332362,24.433838845629474,0.5085778363319923,0.4667127071823204,362.0,3.106319778490364,5.931713898509225,0.002898550724637681,0.7733052041974698,10.943611129728705,0.026865671641791045,0.5217356126397963,0.7307612310504208,0.41159420289855075
R1108,seq_0f7467835a4eb605,69,J_3T2D,Geometry_historical,2.0,0.4,0.421736,0.42207799999999995,23.01089105735793,0.6001112097179031,0.5858826572083056,349.4,6.449067089582047,10.708208813945049,0.028985507246376812,1.6530005670277887,11.85247574719042,0.05671641791044776,0.7790502782071081,0.6963220734714067,0.5159420289855072
R1108,seq_0f7467835a4eb605,69,J_3T2D,John_adaptive,2.0,0.4,0.421736,0.41178600000000004,22.793175826695098,0.5709345588092727,0.5572629046692448,349.4,6.091258605542203,10.299525329615097,0.04057971014492754,1.4109897405483185,11.774199744422862,0.05074626865671641,1.0495994315009927,0.7372183388218643,0.5507246376811594
R1108,seq_0f7467835a4eb605,69,J_3T2D,John_fixed,2.0,0.4,0.421736,0.411308,22.75029582425116,0.5738056068433643,0.5615593980147294,349.4,6.004451407386996,10.210172742543277,0.03768115942028986,1.3932468527633373,11.802449401850177,0.04776119402985074,1.0434333047385957,0.7280670780440015,0.5565217391304348
R1108,seq_0f7467835a4eb605,69,J_3T2D,Raw,2.0,0.4,0.421736,0.421736,23.04011557708194,0.5955930894789591,0.5806120019376504,349.4,6.48917542759971,10.749794158468756,0.028985507246376812,1.7983044815892306,11.870742522164871,0.05671641791044776,1.0756267979834553,0.652586270165592,0.5333333333333333
R1108,seq_0f7467835a4eb605,69,J_3T2D,Simple,2.0,0.4,0.421736,0.42164599999999997,23.019209058755234,0.5982187603798016,0.584309137335074,349.4,6.458752362339924,10.716763802555416,0.028985507246376812,1.6537924911637472,11.862312887379085,0.05671641791044776,1.0748209324740983,0.6718666476668214,0.5333333333333333
R1108,seq_0f7467835a4eb605,69,J_5T,Geometry_historical,2.0,0.6,0.298432,0.299416,41.98569937542856,0.42740988998712115,0.4048502836687275,348.6,8.32867629351253,14.703835413871934,0.04347826086956522,1.754021179648951,22.50283884885958,0.07462686567164178,1.073588597126998,0.7014490148019589,0.42898550724637674
R1108,seq_0f7467835a4eb605,69,J_5T,John_adaptive,2.0,0.6,0.298432,0.292352,41.79685568081752,0.4179116754717441,0.3966045961723195,348.6,7.877124258681801,14.229147263094925,0.05507246376811594,1.4801248805136111,22.439508558943533,0.06567164179104476,1.453639419447406,0.7715031966347226,0.4405797101449275
R1108,seq_0f7467835a4eb605,69,J_5T,John_fixed,2.0,0.6,0.298432,0.289342,41.7561045562821,0.41266023243855054,0.39245547919899504,348.6,7.790406670923922,14.135827293429495,0.05507246376811594,1.429342815618352,22.456009573141362,0.0626865671641791,1.455704402657261,0.7783054794673384,0.4521739130434783
R1108,seq_0f7467835a4eb605,69,J_5T,Raw,2.0,0.6,0.298432,0.298432,42.00955958751043,0.4254971588924678,0.4024204208642249,348.6,8.373510316997926,14.743592884712246,0.04347826086956522,1.8685667286378895,22.52254197108806,0.07462686567164178,1.5226377827725748,0.681167552030102,0.42898550724637674
R1108,seq_0f7467835a4eb605,69,J_5T,Simple,2.0,0.6,0.298432,0.29722400000000004,41.99464457214575,0.4266398069787658,0.404282125175497,348.6,8.340130831504027,14.71256896004731,0.04347826086956522,1.7599893041569132,22.514070362268836,0.07462686567164178,1.514888476964046,0.684145107010029,0.43478260869565216
R1108,seq_0f7467835a4eb605,69,V3_3T2D,Geometry_historical,2.0,0.4,0.44562,0.446468,14.287044733685661,0.6437062040637557,0.6264616534068984,349.4,2.588291191246193,4.382463591302603,0.002898550724637681,0.7494456597890834,5.824004957625602,0.03283582089552239,0.40260377161220023,0.6267290878538916,0.5217391304347826
R1108,seq_0f7467835a4eb605,69,V3_3T2D,John_adaptive,2.0,0.4,0.44562,0.437318,14.283550529842724,0.6232824424071564,0.6045091422613036,349.4,2.597374028400674,4.37547888951377,0.002898550724637681,0.6628467100226775,5.776382160999792,0.035820895522388055,0.4858905407048887,0.7263765630667208,0.5507246376811594
R1108,seq_0f7467835a4eb605,69,V3_3T2D,John_fixed,2.0,0.4,0.44562,0.43884799999999996,14.285245250302873,0.6280112536205212,0.6096422736192189,349.4,2.5944692166881667,4.3758848756639095,0.002898550724637681,0.6540760717045006,5.778589998285613,0.03283582089552239,0.4734961242301515,0.7249340294482957,0.5391304347826087
R1108,seq_0f7467835a4eb605,69,V3_3T2D,Raw,2.0,0.4,0.44562,0.44562,14.31029469642059,0.6382430341397732,0.6203395814346824,349.4,2.6234321014105273,4.415880176385496,0.002898550724637681,0.9257063561316592,5.8386769402645164,0.03283582089552239,0.48506530697167866,0.6836787151874157,0.5333333333333333
R1108,seq_0f7467835a4eb605,69,V3_3T2D,Simple,2.0,0.4,0.44562,0.44475600000000004,14.296343907917286,0.641580592155535,0.6240317906023958,349.4,2.5964892267126474,4.388363540090969,0.002898550724637681,0.7444369120280268,5.834104671275192,0.03283582089552239,0.4886880777272841,0.709967360584136,0.5391304347826087
R1108,seq_0f7467835a4eb605,69,V3_5T,Geometry_historical,2.0,0.4,0.34388,0.345578,24.166969283850435,0.5365064208399449,0.5032221647495423,349.4,3.249560432533658,6.170061993701138,0.002898550724637681,0.7642103349024033,10.938468720250942,0.023880597014925373,0.4251921761827708,0.6175631856361864,0.41159420289855075
R1108,seq_0f7467835a4eb605,69,V3_5T,John_adaptive,2.0,0.4,0.34388,0.34047,24.13994121594194,0.5327243142589253,0.4987421693473567,349.4,3.2508975252954455,6.153707932432065,0.002898550724637681,0.7094034277151946,10.899557168193672,0.026865671641791045,0.502330647617366,0.7168187819118697,0.4115942028985507
R1108,seq_0f7467835a4eb605,69,V3_5T,John_fixed,2.0,0.4,0.34388,0.33848599999999995,24.137153353639167,0.5262873491878068,0.49256098261861947,349.4,3.2526026072665175,6.151859838539801,0.002898550724637681,0.6577923824401318,10.885105314569035,0.026865671641791045,0.49617409540680296,0.7272326254364628,0.41159420289855075
R1108,seq_0f7467835a4eb605,69,V3_5T,Raw,2.0,0.4,0.34388,0.34388,24.181654046450877,0.5307598122701098,0.4977942806473066,349.4,3.2761619112096243,6.191033459992012,0.002898550724637681,0.9197367168827594,10.951842821752452,0.029850746268656712,0.5191973802197246,0.6928033336390973,0.4057971014492754
